,id,kjkrfgld,bpowgknt,raksnhjf,vwpsxrgk,omtioxzz,yfmzwkru,tiwrsloh,weioazcf,poor
960,12320,qzGkS,THHLT,DtMvg,bUhyU,,-2.0,1.0,5.5,False
1936,29184,ljBjd,zPfZR,zeYAm,tXtkv,12.0,-3.0,-1.0,0.5,False
5645,61507,GVYCk,zPfZR,qTmDg,mIqzL,57.0,-2.0,-3.0,-4.5,False
7127,38595,qzGkS,zPfZR,qTmDg,lwCkE,12.0,-3.0,-11.0,-24.5,True
472,1242,KfoTG,THHLT,rXCdD,SaVqO,12.0,-2.0,-3.0,-4.5,True
6364,77758,Lsuai,THHLT,DtMvg,IDkCg,21.0,-4.0,-3.0,-4.5,True
4250,59201,qzGkS,zPfZR,DtMvg,yygvO,12.0,-3.0,1.0,5.5,True
7592,72814,qzGkS,zPfZR,qTmDg,bUhyU,21.0,,-7.0,-14.5,True
7832,78144,qzGkS,THHLT,DtMvg,BidgV,21.0,-4.0,-5.0,-9.5,True
1190,50252,UhSVl,mDadf,DtMvg,yKWYC,12.0,-3.0,-5.0,-9.5,False
3740,96356,AfgYR,zPfZR,DtMvg,puHHm,30.0,-2.0,3.0,10.5,False
3382,76651,tnDpM,zPfZR,qTmDg,XAmOF,,-4.0,3.0,10.5,False
3170,21338,KfoTG,THHLT,qTmDg,ARuYG,21.0,-2.0,-13.0,-29.5,False
6668,28748,Lsuai,hMHca,qTmDg,RpXJc,30.0,-2.0,-19.0,-44.5,False
1318,16537,Lsuai,WXYiE,DtMvg,hmAUm,30.0,-2.0,-3.0,-4.5,False
4109,44062,KfoTG,zPfZR,rXCdD,puHHm,39.0,-1.0,-1.0,0.5,False
6023,95705,AfgYR,zPfZR,qTmDg,tXtkv,21.0,-3.0,-11.0,-24.5,True
1254,70344,qzGkS,zPfZR,,shPwO,21.0,-1.0,1.0,5.5,False
2105,54446,ljBjd,zPfZR,zeYAm,mIqzL,3.0,-4.0,3.0,10.5,True
2535,92109,KfoTG,mDadf,rXCdD,vVbnO,3.0,-2.0,-1.0,0.5,True
6829,43492,tnDpM,WXYiE,qTmDg,XAmOF,12.0,-3.0,-1.0,0.5,True
1551,96932,KfoTG,WXYiE,zeYAm,esAQH,21.0,-3.0,-7.0,-14.5,True
1482,70203,qzGkS,zPfZR,rXCdD,IDkCg,12.0,-3.0,-3.0,-4.5,True
1410,29994,Lsuai,THHLT,qTmDg,esAQH,12.0,-2.0,-3.0,-4.5,False
7255,72591,,zPfZR,rXCdD,IDkCg,12.0,-4.0,3.0,10.5,False
6674,42753,Lsuai,mDadf,DtMvg,qcizG,30.0,-4.0,1.0,5.5,False
2671,21275,qzGkS,mDadf,rXCdD,vVbnO,3.0,-2.0,1.0,5.5,False
2915,9671,KfoTG,mDadf,DtMvg,lwCkE,3.0,,1.0,5.5,False
404,56705,KfoTG,THHLT,rXCdD,QRKWz,12.0,-4.0,-3.0,-4.5,True
6012,78898,GVYCk,THHLT,qTmDg,esAQH,12.0,-3.0,-5.0,-9.5,True
7975,83831,UhSVl,THHLT,rXCdD,AjMVN,39.0,-2.0,-17.0,-39.5,True
5736,26000,UhSVl,THHLT,zeYAm,ZlqSm,21.0,-4.0,1.0,5.5,True
3627,60232,qzGkS,THHLT,DtMvg,QRKWz,21.0,-4.0,-13.0,-29.5,True
2991,54900,Lsuai,THHLT,TKfyw,XHmQd,21.0,-3.0,-7.0,-14.5,True
4540,6564,Lsuai,mDadf,qTmDg,BidgV,30.0,-4.0,-5.0,-9.5,True
4872,33613,KfoTG,THHLT,rXCdD,qNABl,,-3.0,-3.0,-4.5,False
3692,66426,qzGkS,mDadf,zeYAm,xzgJe,3.0,-3.0,3.0,10.5,False
5808,52448,Lsuai,zPfZR,zeYAm,DBUky,21.0,-3.0,-3.0,-4.5,False
4105,5865,qzGkS,THHLT,DtMvg,qcizG,12.0,-2.0,-5.0,-9.5,True
2745,96691,Lsuai,zPfZR,qTmDg,tXtkv,12.0,-4.0,-3.0,-4.5,False
3844,36141,GVYCk,THHLT,TKfyw,hmAUm,21.0,-1.0,-3.0,-4.5,False
1922,13962,qzGkS,WXYiE,qTmDg,bUhyU,30.0,-3.0,3.0,10.5,False
238,64953,Lsuai,THHLT,zeYAm,,12.0,-2.0,1.0,5.5,False
2144,51655,qzGkS,mDadf,DtMvg,bUhyU,,-2.0,-7.0,-14.5,True
941,32992,Lsuai,THHLT,DtMvg,ARuYG,12.0,-4.0,-5.0,-9.5,True
8065,58203,qzGkS,zPfZR,zeYAm,ZlqSm,12.0,-2.0,-3.0,-4.5,True
1450,77941,ljBjd,THHLT,rXCdD,vVbnO,21.0,-4.0,,-9.5,True
2697,73661,qzGkS,THHLT,DtMvg,qXvRS,-6.0,-4.0,3.0,10.5,False
2213,89620,KfoTG,mDadf,DtMvg,BidgV,12.0,-3.0,3.0,10.5,False
2503,52032,KfoTG,THHLT,zeYAm,BidgV,21.0,-4.0,-9.0,-19.5,False
7381,769,UhSVl,zPfZR,DtMvg,yKWYC,21.0,-3.0,-9.0,-19.5,False
6889,48836,ljBjd,THHLT,DtMvg,SaVqO,21.0,-2.0,-1.0,0.5,False
654,41655,AfgYR,mDadf,DtMvg,VJaVA,30.0,-2.0,-5.0,-9.5,False
1445,45284,KfoTG,THHLT,TKfyw,XHmQd,12.0,-2.0,-1.0,0.5,False
2191,85950,qzGkS,mDadf,DtMvg,ZlqSm,39.0,-2.0,-11.0,-24.5,True
2584,34971,qzGkS,THHLT,zeYAm,IDkCg,3.0,-4.0,1.0,5.5,False
4703,41211,ljBjd,mDadf,DtMvg,SaVqO,30.0,-4.0,-5.0,-9.5,True
2438,12771,Lsuai,THHLT,DtMvg,ARuYG,30.0,-3.0,-15.0,-34.5,False
356,57657,Lsuai,WXYiE,DtMvg,esAQH,12.0,-3.0,1.0,5.5,False
5790,41881,qzGkS,mDadf,rXCdD,qNABl,30.0,-4.0,-7.0,,True
5833,62817,KfoTG,mDadf,TKfyw,ZlqSm,21.0,-3.0,-5.0,-9.5,True
6999,13452,UhSVl,THHLT,DtMvg,IDkCg,12.0,-3.0,1.0,5.5,False
2357,69250,ljBjd,THHLT,rXCdD,AjMVN,21.0,-2.0,-5.0,-9.5,True
1699,69037,GVYCk,DnomH,DtMvg,ZlqSm,39.0,-3.0,-3.0,-4.5,True
2481,34095,qzGkS,THHLT,qTmDg,shPwO,21.0,-3.0,-1.0,0.5,False
3147,32089,ljBjd,THHLT,DtMvg,IJnCs,30.0,-3.0,-1.0,0.5,False
2669,73173,qzGkS,THHLT,DtMvg,IDkCg,48.0,-4.0,-11.0,-24.5,True
5580,3501,Lsuai,THHLT,qTmDg,yygvO,30.0,-2.0,,-24.5,True
7256,50099,Lsuai,THHLT,DtMvg,esAQH,21.0,-2.0,-11.0,-24.5,False
3406,862,qzGkS,THHLT,DtMvg,yKWYC,39.0,-3.0,-9.0,-19.5,True
2138,97592,qzGkS,THHLT,DtMvg,,21.0,-3.0,-5.0,-9.5,False
6491,50469,AfgYR,mDadf,DtMvg,yygvO,39.0,-4.0,3.0,10.5,False
6165,11673,qzGkS,THHLT,DtMvg,BidgV,12.0,-4.0,-7.0,-14.5,True
4892,28879,qzGkS,DnomH,DtMvg,yygvO,12.0,-4.0,-1.0,0.5,False
2345,59025,Lsuai,mDadf,,VJaVA,3.0,-2.0,-9.0,-19.5,True
5658,58,qzGkS,,rXCdD,IDkCg,12.0,-4.0,-3.0,-4.5,True
1296,22386,GVYCk,mDadf,qTmDg,SaVqO,30.0,-2.0,-3.0,,False
316,61296,qzGkS,mDadf,qTmDg,DBUky,3.0,-3.0,-7.0,-14.5,False
4622,48411,Lsuai,mDadf,TKfyw,lwCkE,3.0,-3.0,-7.0,-14.5,True
6861,9252,Lsuai,THHLT,DtMvg,bUhyU,21.0,-4.0,-5.0,-9.5,True
2556,46542,tnDpM,,qTmDg,DBUky,3.0,-4.0,-1.0,0.5,True
4660,45961,qzGkS,zPfZR,zeYAm,ZlqSm,39.0,-2.0,-7.0,-14.5,True
7431,20156,qzGkS,mDadf,zeYAm,xzgJe,12.0,-4.0,-3.0,-4.5,True
774,50633,Lsuai,THHLT,qTmDg,esAQH,30.0,-3.0,-19.0,-44.5,False
1584,64852,ljBjd,THHLT,DtMvg,vVbnO,48.0,-4.0,-7.0,-14.5,True
1696,99502,qzGkS,THHLT,DtMvg,qXvRS,12.0,0.0,-11.0,-24.5,False
4044,30184,GVYCk,zPfZR,rXCdD,sPNOc,12.0,-4.0,3.0,10.5,False
729,87746,Lsuai,THHLT,DtMvg,esAQH,3.0,-3.0,-3.0,-4.5,True
5550,16773,Lsuai,mDadf,,BidgV,12.0,-4.0,-1.0,0.5,True
2555,83185,qzGkS,THHLT,rXCdD,IDkCg,39.0,-3.0,-5.0,-9.5,True
755,64056,ljBjd,mDadf,DtMvg,ARuYG,12.0,-4.0,-5.0,-9.5,True
4492,17485,Lsuai,THHLT,DtMvg,yygvO,30.0,-2.0,-5.0,-9.5,False
7397,82147,qzGkS,THHLT,zeYAm,xzgJe,3.0,-4.0,-5.0,-9.5,True
173,52192,KfoTG,THHLT,TKfyw,mIqzL,30.0,-2.0,-5.0,-9.5,False
1006,5696,KfoTG,WXYiE,DtMvg,ZCIYy,3.0,-4.0,-1.0,0.5,True
748,9033,qzGkS,mDadf,zeYAm,IDkCg,21.0,-4.0,-7.0,-14.5,True
4665,5613,GVYCk,THHLT,zeYAm,BidgV,30.0,-3.0,-7.0,-14.5,True
6557,7892,ljBjd,zPfZR,DtMvg,tXtkv,39.0,-3.0,-13.0,-29.5,True
1079,68771,Lsuai,mDadf,zeYAm,BidgV,12.0,-3.0,-1.0,0.5,True
2273,84130,ljBjd,mDadf,DtMvg,lwCkE,3.0,-4.0,-5.0,-9.5,True
1110,52091,Lsuai,zPfZR,qTmDg,NdlDR,30.0,-3.0,-3.0,-4.5,True
3166,25003,qzGkS,WXYiE,DtMvg,BidgV,12.0,-3.0,-5.0,-9.5,True
2475,77198,KfoTG,WXYiE,qTmDg,bUhyU,21.0,-3.0,-3.0,-4.5,True
8021,43295,KfoTG,THHLT,DtMvg,XHmQd,21.0,-4.0,-7.0,-14.5,True
655,5775,KfoTG,mDadf,rXCdD,AjMVN,12.0,-2.0,-1.0,0.5,False
6780,61388,qzGkS,mDadf,qTmDg,vVbnO,21.0,-3.0,-3.0,-4.5,True
5832,95605,qzGkS,THHLT,DtMvg,ARuYG,3.0,-4.0,-3.0,-4.5,False
7607,72041,ljBjd,THHLT,rXCdD,,12.0,-2.0,-1.0,0.5,True
3169,45332,KfoTG,zPfZR,TKfyw,IJnCs,12.0,-3.0,-7.0,-14.5,True
6042,20279,ljBjd,zPfZR,zeYAm,yKWYC,12.0,-3.0,-9.0,-19.5,True
6864,8459,ljBjd,mDadf,zeYAm,mIqzL,12.0,-4.0,-3.0,-4.5,True
2285,25626,Lsuai,THHLT,qTmDg,VJaVA,21.0,-2.0,,-14.5,False
4409,51707,KfoTG,THHLT,zeYAm,yKWYC,39.0,,-11.0,-24.5,False
4160,45135,KfoTG,THHLT,TKfyw,qNABl,30.0,-2.0,-11.0,-24.5,True
7402,48574,Lsuai,zPfZR,DtMvg,mIqzL,12.0,-4.0,-9.0,-19.5,True
4437,90190,KfoTG,THHLT,zeYAm,xzgJe,21.0,-2.0,-3.0,-4.5,False
3506,88641,Lsuai,THHLT,rXCdD,qNABl,12.0,-1.0,-9.0,-19.5,False
4803,54864,Lsuai,WXYiE,zeYAm,NdlDR,12.0,-3.0,-3.0,-4.5,False
6821,31640,qzGkS,THHLT,DtMvg,mIqzL,21.0,-2.0,-5.0,-9.5,False
3430,81738,KfoTG,THHLT,DtMvg,SaVqO,12.0,-2.0,1.0,5.5,False
1136,4755,qzGkS,mDadf,,IDkCg,12.0,-2.0,1.0,5.5,False
3358,54984,ljBjd,WXYiE,DtMvg,yygvO,3.0,-2.0,3.0,10.5,False
490,52927,qzGkS,THHLT,DtMvg,IDkCg,21.0,-2.0,-7.0,-14.5,True
4139,39102,Lsuai,THHLT,zeYAm,DBUky,21.0,-3.0,-5.0,-9.5,False
8096,5233,Lsuai,zPfZR,rXCdD,,12.0,-3.0,1.0,5.5,False
8167,72955,Lsuai,THHLT,TKfyw,xzgJe,21.0,-3.0,-19.0,-44.5,True
1676,96724,ljBjd,THHLT,DtMvg,yygvO,21.0,-2.0,-5.0,-9.5,False
8182,59416,KfoTG,THHLT,DtMvg,QRKWz,21.0,-4.0,-5.0,-9.5,True
2908,75734,KfoTG,mDadf,TKfyw,IJnCs,21.0,-4.0,3.0,10.5,False
5401,95555,qzGkS,THHLT,DtMvg,mIqzL,3.0,-2.0,-11.0,-24.5,True
2569,86632,KfoTG,zPfZR,,,39.0,-3.0,1.0,5.5,True
1340,17514,ljBjd,THHLT,TKfyw,mIqzL,3.0,-3.0,-3.0,-4.5,True
6572,62722,Lsuai,THHLT,zeYAm,yKWYC,66.0,-1.0,-5.0,-9.5,False
5612,8856,qzGkS,THHLT,zeYAm,yKWYC,,-3.0,-1.0,0.5,True
5094,85781,KfoTG,THHLT,DtMvg,esAQH,3.0,-4.0,-3.0,-4.5,True
3489,55158,Lsuai,THHLT,TKfyw,qcizG,12.0,-4.0,-1.0,0.5,False
5478,3434,qzGkS,THHLT,qTmDg,ARuYG,21.0,-1.0,-3.0,-4.5,False
589,35124,qzGkS,mDadf,DtMvg,,12.0,-4.0,-3.0,-4.5,False
2002,44864,qzGkS,zPfZR,DtMvg,qXvRS,21.0,-2.0,-3.0,-4.5,False
5141,59690,qzGkS,WXYiE,DtMvg,qcizG,30.0,-3.0,,-34.5,False
1864,5080,GVYCk,THHLT,DtMvg,yygvO,39.0,-2.0,-5.0,-9.5,True
331,32835,AfgYR,,DtMvg,VJaVA,12.0,-2.0,-9.0,-19.5,True
7251,75622,AfgYR,DnomH,TKfyw,yKWYC,12.0,-3.0,1.0,5.5,False
6081,4275,KfoTG,THHLT,rXCdD,QRKWz,21.0,-4.0,-3.0,,True
4004,10003,ljBjd,THHLT,TKfyw,IJnCs,21.0,-3.0,-1.0,0.5,False
6827,13125,Lsuai,hMHca,DtMvg,RpXJc,21.0,-1.0,-1.0,0.5,False
6978,87475,KfoTG,THHLT,DtMvg,esAQH,30.0,-1.0,-7.0,-14.5,False
2102,24660,Lsuai,mDadf,DtMvg,ARuYG,12.0,-4.0,-7.0,-14.5,True
1028,36096,Lsuai,hMHca,DtMvg,sPNOc,30.0,-1.0,-1.0,0.5,False
2864,11191,Lsuai,THHLT,DtMvg,tXtkv,21.0,-1.0,-5.0,-9.5,False
5946,51001,KfoTG,THHLT,DtMvg,DBUky,12.0,-4.0,-9.0,-19.5,False
3291,93769,KfoTG,THHLT,qTmDg,sPNOc,12.0,-2.0,-1.0,0.5,True
3620,50309,Lsuai,zPfZR,DtMvg,DBUky,12.0,,3.0,10.5,False
6468,619,qzGkS,THHLT,qTmDg,qcizG,3.0,-3.0,-5.0,-9.5,False
8139,66662,Lsuai,hMHca,DtMvg,sPNOc,12.0,-3.0,-1.0,0.5,False
6488,13983,qzGkS,THHLT,rXCdD,sPNOc,30.0,-1.0,-7.0,-14.5,False
333,10156,KfoTG,hMHca,TKfyw,XHmQd,30.0,-4.0,-3.0,-4.5,False
3550,955,AfgYR,mDadf,TKfyw,mIqzL,,-4.0,-5.0,-9.5,True
4693,43154,Lsuai,THHLT,DtMvg,qXvRS,21.0,-4.0,3.0,10.5,False
7940,33179,Lsuai,THHLT,DtMvg,RpXJc,12.0,-1.0,1.0,5.5,False
4781,67819,Lsuai,THHLT,DtMvg,esAQH,12.0,-4.0,-3.0,-4.5,True
7528,8502,KfoTG,THHLT,DtMvg,vVbnO,30.0,,-5.0,-9.5,False
82,26464,Lsuai,THHLT,DtMvg,RpXJc,30.0,-3.0,-7.0,-14.5,False
2683,45918,Lsuai,zPfZR,rXCdD,,21.0,-3.0,3.0,10.5,False
2000,15991,KfoTG,mDadf,DtMvg,lwCkE,12.0,-3.0,3.0,10.5,False
6423,17929,GVYCk,THHLT,qTmDg,esAQH,30.0,-3.0,-11.0,-24.5,False
2813,70677,ljBjd,THHLT,DtMvg,XHmQd,30.0,-3.0,-1.0,0.5,False
2283,70382,Lsuai,zPfZR,zeYAm,DBUky,30.0,-3.0,-9.0,-19.5,True
5828,57483,Lsuai,THHLT,DtMvg,esAQH,12.0,-2.0,-5.0,-9.5,False
3877,233,Lsuai,,DtMvg,vVbnO,12.0,-2.0,-9.0,-19.5,False
2585,57577,qzGkS,zPfZR,DtMvg,bUhyU,12.0,-4.0,-9.0,-19.5,True
5378,74864,qzGkS,mDadf,DtMvg,yygvO,30.0,-2.0,-3.0,-4.5,False
7614,10793,Lsuai,zPfZR,zeYAm,DBUky,21.0,-3.0,-3.0,-4.5,True
6003,7386,ljBjd,mDadf,qTmDg,bUhyU,30.0,-3.0,-3.0,-4.5,False
840,48842,Lsuai,THHLT,qTmDg,RpXJc,12.0,-3.0,-1.0,0.5,False
7024,19223,qzGkS,THHLT,DtMvg,sPNOc,21.0,-2.0,-15.0,-34.5,False
3175,8741,KfoTG,THHLT,rXCdD,qNABl,21.0,-4.0,-3.0,-4.5,False
2910,59110,qzGkS,THHLT,DtMvg,sPNOc,3.0,-3.0,-1.0,0.5,False
1449,11251,,WXYiE,rXCdD,IJnCs,30.0,-3.0,-5.0,,False
1104,76287,qzGkS,hMHca,qTmDg,RpXJc,21.0,-2.0,,-19.5,False
7504,22227,qzGkS,THHLT,DtMvg,sPNOc,21.0,-2.0,-5.0,-9.5,False
4545,39440,qzGkS,THHLT,qTmDg,esAQH,12.0,-4.0,-3.0,-4.5,False
2079,84333,KfoTG,WXYiE,DtMvg,yygvO,30.0,-2.0,-3.0,-4.5,True
4542,21600,qzGkS,THHLT,rXCdD,sPNOc,21.0,-2.0,-5.0,-9.5,False
2675,78009,KfoTG,zPfZR,qTmDg,tXtkv,12.0,-4.0,-5.0,-9.5,True
6513,24294,Lsuai,THHLT,qTmDg,esAQH,21.0,-2.0,-5.0,-9.5,True
1995,36044,qzGkS,WXYiE,,IJnCs,12.0,-4.0,3.0,10.5,False
3638,29953,KfoTG,zPfZR,DtMvg,NdlDR,21.0,-4.0,-11.0,-24.5,True
4303,46917,Lsuai,zPfZR,zeYAm,,21.0,-4.0,-5.0,-9.5,True
8070,65365,ljBjd,THHLT,TKfyw,qcizG,21.0,-3.0,-7.0,-14.5,True
1151,23313,qzGkS,zPfZR,DtMvg,ZCIYy,21.0,-3.0,3.0,10.5,False
6996,14719,Lsuai,THHLT,DtMvg,yygvO,30.0,-3.0,1.0,5.5,False
5281,60262,qzGkS,mDadf,zeYAm,xzgJe,12.0,-4.0,1.0,5.5,False
3211,12057,Lsuai,THHLT,DtMvg,DBUky,12.0,,-7.0,-14.5,True
2010,43085,Lsuai,THHLT,DtMvg,esAQH,21.0,-2.0,-9.0,-19.5,False
1241,17128,Lsuai,DnomH,DtMvg,qcizG,3.0,-3.0,-7.0,-14.5,True
3331,26993,qzGkS,THHLT,DtMvg,shPwO,21.0,-4.0,3.0,10.5,False
6170,51125,qzGkS,zPfZR,DtMvg,XHmQd,12.0,-4.0,-3.0,-4.5,True
2140,54955,ljBjd,THHLT,rXCdD,,21.0,-4.0,-3.0,-4.5,False
205,26633,Lsuai,hMHca,TKfyw,yygvO,48.0,0.0,-11.0,-24.5,False
3145,10940,Lsuai,zPfZR,DtMvg,hmAUm,12.0,-4.0,-1.0,0.5,True
466,97817,qzGkS,THHLT,qTmDg,shPwO,39.0,-2.0,-1.0,0.5,False
1509,51234,ljBjd,WXYiE,DtMvg,AjMVN,30.0,-3.0,-17.0,-39.5,True
1394,17138,qzGkS,THHLT,DtMvg,sPNOc,21.0,-2.0,-1.0,0.5,False
2968,8880,Lsuai,mDadf,DtMvg,XHmQd,12.0,-3.0,-1.0,0.5,True
178,92292,ljBjd,THHLT,rXCdD,QRKWz,12.0,-4.0,-9.0,-19.5,True
955,23797,qzGkS,WXYiE,DtMvg,esAQH,3.0,-2.0,1.0,5.5,False
3671,12866,qzGkS,THHLT,DtMvg,esAQH,21.0,-2.0,-11.0,-24.5,True
5271,5541,qzGkS,THHLT,DtMvg,qcizG,3.0,-3.0,-11.0,-24.5,True
596,50211,KfoTG,WXYiE,DtMvg,ZCIYy,12.0,-3.0,-3.0,-4.5,True
5703,47587,ljBjd,THHLT,DtMvg,yygvO,30.0,-4.0,-5.0,-9.5,False
2409,4656,KfoTG,mDadf,zeYAm,xzgJe,21.0,-3.0,1.0,5.5,False
3422,31521,Lsuai,zPfZR,zeYAm,xzgJe,3.0,-4.0,1.0,5.5,True
8091,18103,Lsuai,mDadf,rXCdD,IDkCg,21.0,-4.0,1.0,5.5,False
5063,13580,,zPfZR,TKfyw,tXtkv,21.0,-2.0,-1.0,0.5,False
5243,74649,KfoTG,THHLT,DtMvg,esAQH,30.0,-2.0,-17.0,-39.5,False
4103,90391,qzGkS,zPfZR,DtMvg,vVbnO,12.0,-3.0,-7.0,-14.5,True
3163,50268,qzGkS,THHLT,qTmDg,shPwO,30.0,-3.0,-5.0,-9.5,False
7980,88488,KfoTG,mDadf,DtMvg,vVbnO,3.0,-2.0,1.0,5.5,False
947,68110,ljBjd,WXYiE,DtMvg,XHmQd,12.0,-2.0,1.0,5.5,False
3096,88649,qzGkS,mDadf,zeYAm,yKWYC,21.0,,-7.0,-14.5,True
4388,20805,Lsuai,THHLT,DtMvg,,30.0,-2.0,-1.0,0.5,False
411,59777,Lsuai,THHLT,DtMvg,esAQH,21.0,-2.0,-19.0,-44.5,True
2308,60339,Lsuai,THHLT,DtMvg,yygvO,21.0,-2.0,-5.0,-9.5,False
5557,49625,Lsuai,THHLT,zeYAm,BidgV,30.0,-3.0,-7.0,-14.5,False
2531,4683,qzGkS,,rXCdD,AjMVN,21.0,-3.0,-5.0,-9.5,True
6893,18891,qzGkS,THHLT,zeYAm,IDkCg,12.0,-4.0,,-14.5,True
4076,16654,AfgYR,THHLT,qTmDg,mIqzL,12.0,-4.0,-9.0,-19.5,True
874,19950,tnDpM,WXYiE,qTmDg,XAmOF,,-2.0,-9.0,-19.5,True
3432,34398,qzGkS,THHLT,DtMvg,,12.0,-3.0,3.0,10.5,False
770,9085,Lsuai,THHLT,qTmDg,xzgJe,3.0,-1.0,-1.0,0.5,False
183,65701,Lsuai,hMHca,DtMvg,RpXJc,30.0,-1.0,-3.0,-4.5,False
7858,78367,qzGkS,THHLT,zeYAm,IDkCg,21.0,-3.0,-5.0,-9.5,False
1529,23039,ljBjd,WXYiE,DtMvg,yygvO,30.0,-2.0,-11.0,-24.5,True
873,76853,qzGkS,THHLT,qTmDg,qNABl,21.0,-4.0,1.0,5.5,True
2063,21842,UhSVl,THHLT,rXCdD,AjMVN,12.0,-4.0,1.0,5.5,False
2703,79488,qzGkS,zPfZR,DtMvg,lwCkE,3.0,-3.0,-11.0,-24.5,True
2100,9378,qzGkS,mDadf,rXCdD,sPNOc,,-3.0,1.0,5.5,False
4814,37294,qzGkS,zPfZR,qTmDg,sPNOc,12.0,-4.0,1.0,5.5,True
5294,43329,qzGkS,zPfZR,qTmDg,mIqzL,3.0,-4.0,-3.0,-4.5,True
6233,36164,KfoTG,THHLT,qTmDg,RpXJc,21.0,-1.0,-1.0,0.5,False
7746,86475,Lsuai,THHLT,DtMvg,esAQH,3.0,-4.0,1.0,5.5,False
7823,36615,ljBjd,THHLT,qTmDg,bUhyU,12.0,-3.0,-3.0,-4.5,True
8050,73819,Lsuai,hMHca,DtMvg,qXvRS,30.0,-3.0,-5.0,-9.5,False
1030,14096,KfoTG,THHLT,TKfyw,ZlqSm,21.0,-2.0,-3.0,-4.5,False
8088,79102,Lsuai,mDadf,DtMvg,puHHm,12.0,-4.0,-7.0,-14.5,True
4918,9221,Lsuai,zPfZR,TKfyw,RpXJc,12.0,-4.0,1.0,,False
4082,75239,Lsuai,THHLT,TKfyw,ZCIYy,3.0,-4.0,-13.0,-29.5,True
945,18879,qzGkS,mDadf,DtMvg,yKWYC,39.0,-3.0,-1.0,0.5,False
3666,48478,qzGkS,zPfZR,DtMvg,bUhyU,12.0,-4.0,-5.0,-9.5,True
2731,77997,qzGkS,THHLT,qTmDg,esAQH,30.0,-3.0,-9.0,-19.5,True
1784,24891,Lsuai,THHLT,DtMvg,RpXJc,30.0,-3.0,,5.5,False
3809,25873,Lsuai,zPfZR,zeYAm,NdlDR,21.0,,-17.0,-39.5,True
5762,56911,qzGkS,mDadf,qTmDg,xzgJe,12.0,-4.0,-9.0,-19.5,True
425,47128,KfoTG,THHLT,DtMvg,yygvO,21.0,-4.0,-1.0,0.5,False
4647,3620,qzGkS,,DtMvg,qcizG,30.0,-2.0,-5.0,-9.5,False
1656,337,qzGkS,mDadf,DtMvg,NdlDR,21.0,-3.0,-1.0,0.5,False
3911,72828,qzGkS,THHLT,DtMvg,qcizG,3.0,-3.0,,-4.5,True
304,33888,Lsuai,THHLT,DtMvg,XAmOF,30.0,-3.0,-7.0,-14.5,False
2906,66374,qzGkS,mDadf,rXCdD,QRKWz,12.0,-4.0,1.0,,True
7271,53073,qzGkS,THHLT,qTmDg,shPwO,30.0,-2.0,,-29.5,True
7246,42701,,hMHca,TKfyw,mIqzL,12.0,,-3.0,-4.5,True
2618,3152,Lsuai,THHLT,zeYAm,NdlDR,48.0,-3.0,-9.0,-19.5,False
2487,74783,Lsuai,hMHca,qTmDg,RpXJc,39.0,1.0,-5.0,-9.5,False
48,93416,qzGkS,THHLT,rXCdD,sPNOc,21.0,-3.0,-3.0,-4.5,False
2230,74664,KfoTG,THHLT,DtMvg,esAQH,12.0,-3.0,1.0,5.5,False
1863,38697,Lsuai,THHLT,TKfyw,yygvO,30.0,-3.0,-5.0,-9.5,False
3212,54831,qzGkS,WXYiE,DtMvg,VJaVA,3.0,-3.0,1.0,5.5,True
3324,9059,qzGkS,THHLT,DtMvg,yygvO,39.0,-4.0,-19.0,-44.5,False
4288,66236,KfoTG,WXYiE,DtMvg,esAQH,12.0,-3.0,-7.0,-14.5,False
3197,19484,qzGkS,mDadf,rXCdD,IDkCg,12.0,-2.0,-1.0,0.5,False
7829,71883,Lsuai,THHLT,DtMvg,DBUky,21.0,-3.0,-3.0,-4.5,False
5569,41016,ljBjd,mDadf,qTmDg,XAmOF,12.0,-3.0,-1.0,0.5,False
2655,62463,qzGkS,zPfZR,rXCdD,vVbnO,12.0,-4.0,1.0,5.5,True
4998,87508,KfoTG,THHLT,qTmDg,hmAUm,30.0,-2.0,-11.0,-24.5,False
4845,49010,qzGkS,THHLT,DtMvg,qcizG,12.0,-4.0,1.0,5.5,False
4626,93461,KfoTG,DnomH,rXCdD,AjMVN,30.0,-1.0,-11.0,-24.5,True
6497,28150,qzGkS,THHLT,TKfyw,tXtkv,-6.0,-3.0,3.0,10.5,False
6521,39676,GVYCk,mDadf,DtMvg,yygvO,12.0,-4.0,-5.0,-9.5,False
3862,49098,Lsuai,THHLT,TKfyw,shPwO,12.0,-2.0,-3.0,-4.5,False
2986,50368,AfgYR,THHLT,DtMvg,esAQH,3.0,-4.0,3.0,10.5,True
4912,95353,ljBjd,THHLT,zeYAm,mIqzL,12.0,-4.0,3.0,10.5,False
41,1495,KfoTG,THHLT,DtMvg,vVbnO,21.0,,,-4.5,True
1647,2418,ljBjd,zPfZR,DtMvg,tXtkv,12.0,,-9.0,-19.5,True
7484,33628,Lsuai,THHLT,rXCdD,AjMVN,21.0,-2.0,-9.0,-19.5,False
3460,10229,Lsuai,THHLT,DtMvg,XAmOF,3.0,-4.0,3.0,10.5,False
5490,78041,KfoTG,mDadf,TKfyw,SaVqO,21.0,-3.0,-3.0,-4.5,True
6327,74392,Lsuai,hMHca,DtMvg,RpXJc,39.0,1.0,1.0,5.5,False
